165	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-31965.66	-31838.92	-31478.17	-31017.66	-30624.27	-30375.71	-30138.6	-29954.09	-29830.74	-29899.4	-29800.34	-29895.81	-29846.67	-29797.29	-29752.65	-30023.83	-29995.36	-30480.72	-30454.98	-30440.89	-30430.24	-30420.97	-30415.68	-30411.08	-30516.56	-30507.96	-30505.46	-30505.51	-30963.28	-30960.75	-30963.22	-30960.09	-30959.45	-30961.07	-30955.69	-30982.32	-30977.74	-31439.88	-31448.68	-31444.9	-32438.7	-32449.37	-32447.07
175	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32014.9	-31909.19	-31719.38	-31324.06	-30846.69	-30529.73	-30292.88	-30073.99	-29935.21	-29962.98	-29880.3	-29788.46	-29887.12	-29845.03	-29791.59	-30053.46	-30020.47	-29993.31	-30482.74	-30460.44	-30443.25	-30431.06	-30423.15	-30415.69	-30523.15	-30518.41	-30509.09	-30507.26	-30505.83	-30968.86	-30963.47	-30960	-30960.97	-30961.33	-30960.29	-30969.6	-30970.49	-30964.83	-30969.68	-31429.1	-32414.31	-32425.27	-32439.87
185	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32025.21	-31961.02	-31858.7	-31541.66	-31131.94	-30723.83	-30447.71	-30234.21	-30014.14	-30063.39	-29934.83	-29851.39	-29763.5	-29889.27	-29826.33	-30073.2	-30049.07	-30023.92	-30287.81	-30478.32	-30461.73	-30444.16	-30432.61	-30426.94	-30530.28	-30523.63	-30518.83	-30511.13	-30503.83	-30971.5	-30966.88	-30959.54	-30961.47	-30960.72	-30960.71	-30955.56	-30958.25	-30956.31	-30951.25	-30949.03	-30947.5	-30944.92	-31412.13
195	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-31925.48	-31807.99	-31535.46	-31063.26	-30692.64	-30444.66	-30206.91	-30194.19	-30057.61	-29947.39	-29848.83	-29944.41	-29894.05	-29843.57	-30088.35	-30053.36	-30025.7	-30286.97	-30269.4	-30464.94	-30453.93	-30438.69	-30534.49	-30533.79	-30525.4	-30519.19	-30516.88	-30508.26	-30973.64	-30966.59	-30962.81	-30962.35	-30961.07	-30959.01	-30967.72	-30964.61	-30956.81	-30956.68	-30949.89	-30948.37	-30945.7
205	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32004.57	-31882.54	-31715.43	-31331.96	-30901.8	-30598.6	-30349.17	-30145.13	-29976.42	-30014.61	-29911.8	-29997.17	-29946.49	-29883.4	-30118.68	-30077.31	-30050.25	-30317.39	-30292.57	-30487.66	-30465.98	-30453.67	-30545.03	-30534.63	-30529.1	-30525.11	-30514.17	-30515.3	-30976.52	-30974.25	-30971.01	-30962.77	-30965.36	-30959.69	-30960.37	-30963.38	-30962.38	-30956.25	-30956.08	-30954.91	-30952.2
215	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-31955.62	-31827.39	-31650.49	-31270.31	-30879.79	-30545.48	-30331.01	-30131.29	-30140.52	-30005.8	-29917.09	-30011.18	-29951.49	-29897.47	-30134.41	-30083.98	-30047.64	-30318.94	-30508.75	-30487.38	-30462.48	-30563.39	-30545.37	-30536.35	-30529.85	-30526.2	-30515.61	-30514.91	-30978.24	-30972.95	-30971.07	-30960.53	-30959.69	-30963.47	-30962.69	-30959.82	-30963.55	-30954.5	-30957.18	-30952.57
225	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32014.67	-31936.76	-31778.93	-31595.54	-31183.06	-30841.37	-30543.69	-30296.47	-30278.45	-30125.92	-30009.44	-30076.51	-30014.89	-29944.8	-29893.15	-30126.15	-30090.96	-30063.61	-30540.95	-30520.79	-30483.45	-30570.68	-30557.67	-30545.53	-30536.36	-30528.05	-30524.23	-30517.38	-30514.67	-30985.86	-30971.61	-30968.11	-30961.13	-30959.13	-30957.74	-30961.18	-30957.72	-30957.53	-30952.62	-30955.28
235	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32022.68	-31983.11	-31877.24	-31710.64	-31418.18	-31028.4	-30717.31	-30453.32	-30385.01	-30212.1	-30060.61	-30145.05	-30052.01	-29991.81	-29929.67	-29861.22	-30115.25	-30078.85	-30555.1	-30531.96	-30508.01	-30586.86	-30568.43	-30553.22	-30543.35	-30533.88	-30528.87	-30525.86	-30516.95	-30513.13	-30980.09	-30972.38	-30963.99	-30960.59	-30959.05	-30958.36	-30961	-30955.86	-30951.43	-30952.43
245	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32015.1	-31965.96	-31825.9	-31648.79	-31337.55	-30985.83	-30674.27	-30410.66	-30342.25	-30178.05	-30040.62	-30122.92	-30050.7	-29987.57	-29925.26	-29862.06	-30114.11	-30384.53	-30553.92	-30527.41	-30610.36	-30580.12	-30568.02	-30560.49	-30543.08	-30533.13	-30525.95	-30521.46	-30518.82	-30512.13	-30981.8	-30973.25	-30961.92	-30958.62	-30959.62	-30960.22	-30957.55	-30955.32	-30951.81
255	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32005.04	-31931.64	-31827.5	-31614.95	-31319.73	-30991.9	-30746.92	-30459.67	-30385.02	-30242.87	-30097.71	-30143.54	-30064	-29991.75	-29918.41	-30161.95	-30121.81	-30086.9	-30576.64	-30644.08	-30621.5	-30587.59	-30572.82	-30558.71	-30545.31	-30537.71	-30529.83	-30521.21	-30517.97	-30515.13	-30507.64	-30975.64	-30964.4	-30957.23	-30956.66	-30954.87	-30954.55	-30955.31
265	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-31977.86	-31890.05	-31796.94	-31541.45	-31247.54	-30944.99	-30692.96	-30573.71	-30385.93	-30221.45	-30244.97	-30142.92	-30052.53	-29978.85	-29919.71	-30154.32	-30121.2	-30388.39	-30567.57	-30650.26	-30619.44	-30588.5	-30571.08	-30558.98	-30543.67	-30536.21	-30528.22	-30521.48	-30520.42	-30510.67	-30983.71	-30975.26	-30965.14	-30959.73	-30957.76	-30956.31	-30958
275	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32018.74	-31937.11	-31857.63	-31728.53	-31478.51	-31197.63	-30902.11	-30623.62	-30547.7	-30358.73	-30360.73	-30225.88	-30123.57	-30037.75	-29974.56	-30210.78	-30156.43	-30400.29	-30588.53	-30669.63	-30643.81	-30613.96	-30583.61	-30568.52	-30556.8	-30544.27	-30535.15	-30527.17	-30524.51	-30515.47	-30990.48	-30977.23	-30974.78	-30966.17	-30961.32	-30958.28	-30956.5
285	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32009.77	-31924.95	-31861.07	-31704.35	-31503.59	-31263.87	-30950.79	-30676.12	-30581.1	-30372.73	-30402.21	-30258.27	-30153.88	-30065.71	-29993.12	-29926.31	-30451.07	-30619.44	-30589.56	-30667.97	-30645.96	-30619.22	-30591.65	-30567.96	-30555.74	-30547.96	-30533.75	-30528.45	-30523.58	-30993.24	-30990.53	-30983.57	-30973.75	-30966.18	-30960.33	-30957.77
295	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-31983.15	-31913.95	-31865.65	-31679.35	-31502.23	-31284.41	-31008.02	-30739.45	-30623.17	-30425.33	-30408.73	-30283.92	-30171.85	-30079.51	-30012.81	-30236.66	-30471.63	-30631.69	-30599.84	-30673.66	-30655.61	-30624.22	-30597.13	-30574.09	-30560.02	-30546.53	-30533.5	-30531.14	-30523.07	-30991.93	-30987.4	-30976.44	-30972.48	-30962.34	-30960.61
305	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-31977.06	-31884.97	-31835.75	-31633.78	-31458.15	-31237.77	-30975.81	-30869	-30599.68	-30549.59	-30401.31	-30264.65	-30147.79	-30072.61	-30305.95	-30216.99	-30466.34	-30625.22	-30692.37	-30673.11	-30651.85	-30623	-30598.17	-30572.31	-30556.97	-30545.07	-30531.45	-30527.54	-30997.93	-30995.53	-30986.85	-30975.46	-30969.69	-30965.7
315	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32014.67	-31977.74	-31891.04	-31826.94	-31657.59	-31466.05	-31260.2	-31123.24	-30876.55	-30648.7	-30585.12	-30457.3	-30290.04	-30187.49	-30383.42	-30299.73	-30535.02	-30673.83	-30629.99	-30698.12	-30679.03	-30657.26	-30631.99	-30604.18	-30573.6	-30558.5	-30547.91	-30533.89	-30526.36	-30996.8	-30994.1	-30986.52	-30979.43	-30971.35
325	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32009.97	-31978.63	-31903.24	-31837.39	-31666.07	-31488.78	-31295.91	-31150.24	-30924.64	-30693.96	-30635.37	-30457.8	-30326.61	-30501.65	-30403.51	-30616.91	-30721.99	-30690.22	-30647.11	-30702.81	-30680.97	-30656.52	-30635.79	-30608.26	-30578.91	-30561.35	-30543.35	-30533.56	-30523.16	-30997.82	-30992.46	-30981	-30976.82
335	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32009.94	-31994.47	-31926.26	-31845.18	-31679.33	-31516.23	-31346.55	-31208.32	-30991.57	-30766	-30690.43	-30504.35	-30363.42	-30535.44	-30449.29	-30651.35	-30744.59	-30692.96	-30653.79	-30710.65	-30687.49	-30667.32	-30636.73	-30610.92	-30584.39	-30569.52	-30548.06	-30534.59	-30526.03	-30520.74	-30989.94	-30984.23
345	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32022.89	-32010.3	-31965.94	-31855.78	-31794.11	-31609.93	-31426.51	-31259.72	-31117	-30890.22	-30704.33	-30610.45	-30455.3	-30606.47	-30495.83	-30687.93	-30605.32	-30736.64	-30685.25	-30736.02	-30704.46	-30680.48	-30652.91	-30631.61	-30604.72	-30580.09	-30552.5	-30541.07	-30530	-31005.15	-30993.97
355	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32019.09	-32014.48	-31988.62	-31896.46	-31845.4	-31663.12	-31501.45	-31292.16	-31172.99	-30945.7	-30859.81	-30663.86	-30752.55	-30643.2	-30829.47	-30732.34	-30656.88	-30754.49	-30794.2	-30747.34	-30708.95	-30690.19	-30655.82	-30634.92	-30611.75	-30592.12	-30561.96	-30549.98	-31015.96	-31005.2
365	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32025.37	-32014.67	-31926.3	-31867.3	-31803.68	-31643.34	-31476.18	-31346.41	-31135.83	-30900.93	-30788.71	-30874.66	-30715	-30901.42	-30794.75	-30882.48	-30810.62	-30740.42	-30779.86	-30736.17	-30700.03	-30677.7	-30654.24	-30635.38	-30605.83	-30574.6	-31031.49	-31026.53
375	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32025.19	-31955.88	-31848.21	-31727.35	-31571.84	-31454.8	-31278.17	-31111.96	-30942.74	-30705.09	-30544.36	-30950.86	-30984.39	-30910.37	-30828.82	-30765.92	-30799.63	-30758.58	-30722.44	-30682.95	-30663.84	-30635.53	-30604.79	-30586.3	-31040.7
385	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32018.87	-31916.8	-31810.79	-31686.36	-31497.56	-31333.31	-31140.63	-30961.16	-30748.2	-31114.45	-30980.19	-30842.77	-30897	-30818.73	-30754.13	-30801.63	-30746.03	-30710.25	-30679.39	-30654.02	-30622.13	-30596.43
395	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32022.51	-31954.14	-31793.43	-31672.4	-31460.7	-31304.69	-31070.13	-31069.91	-31183.32	-31004.08	-31014.1	-30918.33	-30854.29	-30868.14	-30803.63	-30750.63	-30722.14	-30681.77	-30647.69
405	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32014.67	-31978.75	-31884.33	-31703.45	-31498.25	-31396.21	-31207.23	-31270.98	-31104.23	-31117.85	-30979.92	-30979.15	-30919.12	-30839.21	-30771.96	-30731.98
415	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32019.06	-31950.66	-31792.1	-31637.02	-31467.5	-31271.2	-31306.03	-31152.06	-31139.82	-31016.79	-30999.46	-30897.18
425	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32022.28	-31989.27	-31963.84	-31924.05	-31840.78	-31722.9	-31557.34	-31419.59	-31404.77	-31395.73
435	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32007.02	-31998.08	-31980.72	-31948.29	-31917.12	-31855.08	-31803.94	-31723.95	-31658.82
445	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32023.4	-31998.08	-31980.72	-31977	-31941.58	-31903.51	-31861.97	-31813.01
455	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32015.7	-32002.7	-31985.43	-31977	-31950.08	-31911.47	-31889.32
465	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32023.35	-32002.32	-31980.72	-31980.72	-31962.17	-31925.27
475	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32026.16	-32025.59	-32011.67	-31994.37	-31977	-31965.22
